City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
307,Columbus,US,2020-08-29 17:36:08,39.96,-83.0,84.0,58,40,17.22
308,Byron Bay,AU,2020-08-29 17:39:24,-28.65,153.62,55.4,93,40,2.24
309,Kozhva,RU,2020-08-29 17:39:24,65.11,57.05,49.17,82,47,4.27
310,Novikovo,RU,2020-08-29 17:39:24,51.15,37.89,64.0,72,46,2.37
311,Shenjiamen,CN,2020-08-29 17:39:24,29.96,122.3,79.59,92,95,3.83
312,Bakel,SN,2020-08-29 17:39:25,14.9,-12.46,89.01,62,62,14.12
313,Olinda,BR,2020-08-29 17:39:25,-8.01,-34.86,84.2,70,40,10.29
314,Coahuayana,MX,2020-08-29 17:39:25,18.73,-103.68,77.0,83,90,4.61
315,Conde,BR,2020-08-29 17:36:03,-7.26,-34.91,82.4,65,75,13.87
316,Myaundzha,RU,2020-08-29 17:39:25,63.05,147.19,29.91,94,0,1.12
317,Priargunsk,RU,2020-08-29 17:39:25,50.37,119.1,53.82,93,100,5.01
318,Novoanninskiy,RU,2020-08-29 17:39:25,50.53,42.67,64.99,76,16,4.65
319,Saint-Pierre,RE,2020-08-29 17:39:26,-21.34,55.48,71.6,73,20,12.75
320,Isangel,VU,2020-08-29 17:39:26,-19.55,169.27,72.41,85,99,20.31
321,Castro,BR,2020-08-29 17:35:39,-24.79,-50.01,77.86,48,0,6.15
322,Yunyang,CN,2020-08-29 17:39:26,33.45,112.71,73.04,81,0,2.57
323,Wenatchee,US,2020-08-29 17:39:26,47.42,-120.31,77.0,33,1,18.34
324,Borsodnadasd,HU,2020-08-29 17:39:26,48.12,20.25,77.2,56,20,5.08
325,Singkang,MY,2020-08-29 17:39:26,2.1,102.8,78.8,94,20,2.24
326,Tarrega,ES,2020-08-29 17:39:27,41.65,1.14,77.0,71,33,5.01
327,Dunmore East,IE,2020-08-29 17:39:27,52.15,-6.99,57.99,62,75,10.29
328,Babati,TZ,2020-08-29 17:39:27,-4.22,35.75,66.25,55,9,5.48
329,Milkovo,RU,2020-08-29 17:39:27,54.72,158.62,43.21,91,100,1.99
330,Dordrecht,NL,2020-08-29 17:39:27,51.81,4.67,64.99,78,36,4.0
331,Torbay,CA,2020-08-29 17:31:52,47.67,-52.73,66.99,55,75,21.92
332,Sawtell,AU,2020-08-29 17:39:27,-30.38,153.1,51.8,93,10,6.93
333,Elko,US,2020-08-29 17:39:28,41.0,-115.5,82.99,22,0,5.99
334,Iqaluit,CA,2020-08-29 17:36:42,63.75,-68.51,55.4,62,75,20.8
335,Kenai,US,2020-08-29 17:37:25,60.55,-151.26,50.0,87,1,3.36
336,Smoky Lake,CA,2020-08-29 17:35:59,54.12,-112.47,50.0,86,100,1.99
337,Havre-Saint-Pierre,CA,2020-08-29 17:39:28,50.23,-63.6,59.0,58,1,17.22
338,Saa,CM,2020-08-29 17:39:28,4.37,11.45,72.16,89,46,5.1
339,Barra Do Garcas,BR,2020-08-29 17:39:28,-15.89,-52.26,99.64,12,0,6.64
340,Chuy,UY,2020-08-29 17:39:29,-33.7,-53.46,63.37,90,97,7.27
341,Makakilo City,US,2020-08-29 17:39:29,21.35,-158.09,78.8,73,1,4.7
342,Arlit,NE,2020-08-29 17:39:29,18.74,7.39,94.75,35,2,10.07
343,Paamiut,GL,2020-08-29 17:39:29,61.99,-49.67,43.63,91,94,5.88
344,Havoysund,NO,2020-08-29 17:39:29,71.0,24.66,48.2,76,68,10.29
345,Samoded,RU,2020-08-29 17:39:29,63.61,40.51,50.9,98,100,2.73
346,Sur,OM,2020-08-29 17:39:30,22.57,59.53,84.83,66,96,11.99
347,Juneau,US,2020-08-29 17:35:05,58.3,-134.42,51.01,93,75,3.36
348,Narsaq,GL,2020-08-29 17:36:32,60.92,-46.05,62.6,29,40,21.92
349,Mabaruma,GY,2020-08-29 17:39:30,8.2,-59.78,86.13,70,88,3.58
350,Iisalmi,FI,2020-08-29 17:39:30,63.56,27.19,57.2,71,50,6.93
351,Vesyegonsk,RU,2020-08-29 17:39:30,58.66,37.26,53.58,92,62,4.79
352,Morant Bay,JM,2020-08-29 17:39:28,17.88,-76.41,89.6,70,20,11.41
353,Maceio,BR,2020-08-29 17:36:13,-9.67,-35.74,82.4,69,75,14.99
354,Tocopilla,CL,2020-08-29 17:39:30,-22.09,-70.2,66.76,48,12,11.34
355,Bambous Virieux,MU,2020-08-29 17:35:05,-20.34,57.76,71.6,73,75,14.99
356,Lethem,GY,2020-08-29 17:37:02,3.38,-59.8,80.65,79,96,3.69
357,Samarai,PG,2020-08-29 17:39:31,-10.62,150.67,78.24,86,76,14.32
358,Tabuk,PH,2020-08-29 17:36:08,17.42,121.44,75.22,83,100,1.59
359,Ilulissat,GL,2020-08-29 17:39:31,69.22,-51.1,48.2,63,75,3.36
360,Nemuro,JP,2020-08-29 17:39:31,43.32,145.57,57.33,76,100,15.52
361,Horsham,GB,2020-08-29 17:39:31,51.06,-0.33,57.99,71,75,12.75
362,Paramonga,PE,2020-08-29 17:39:31,-10.67,-77.83,66.83,68,67,11.74
363,Longhua,CN,2020-08-29 17:39:32,23.61,114.19,78.48,72,17,0.63
364,Bilibino,RU,2020-08-29 17:36:21,68.05,166.44,43.84,81,100,4.34
365,Sao Miguel Do Araguaia,BR,2020-08-29 17:39:32,-13.28,-50.16,100.9,14,22,10.45
366,Kasane,BW,2020-08-29 17:39:32,-17.82,25.15,84.2,37,64,3.36
367,Ouahigouya,BF,2020-08-29 17:39:32,13.58,-2.42,83.41,67,79,9.98
368,Ngawen,ID,2020-08-29 17:39:32,-7.0,111.31,75.29,71,79,8.55
369,Landau,DE,2020-08-29 17:39:32,49.21,8.11,69.01,58,100,1.01
370,Chegutu,ZW,2020-08-29 17:39:32,-18.13,30.14,73.72,21,0,2.91
371,Codrington,AU,2020-08-29 17:39:33,-38.27,141.97,58.8,36,100,22.41
372,Rudabanya,HU,2020-08-29 17:39:33,48.38,20.63,77.0,73,11,4.7
373,Magelang,ID,2020-08-29 17:34:37,-7.47,110.22,69.12,87,60,0.78
374,Bodden Town,KY,2020-08-29 17:39:33,19.28,-81.25,89.6,79,20,10.29
375,Male,MV,2020-08-29 17:39:33,4.17,73.51,84.2,79,75,4.7
376,Susanville,US,2020-08-29 17:39:34,40.42,-120.65,82.0,23,1,2.33
377,Piterka,RU,2020-08-29 17:39:34,50.68,47.45,69.22,58,2,8.05
378,Kosh-Agach,RU,2020-08-29 17:39:34,50.0,88.67,38.64,83,35,2.53
379,Sciacca,IT,2020-08-29 17:39:34,37.51,13.09,77.0,71,0,5.99
380,Sobolevo,RU,2020-08-29 17:39:34,54.43,31.9,59.41,94,93,9.24
381,Sorland,NO,2020-08-29 17:39:34,67.67,12.69,49.12,73,92,10.45
382,Asilah,MA,2020-08-29 17:39:35,35.47,-6.03,73.4,49,0,8.05
383,Galle,LK,2020-08-29 17:39:35,6.04,80.22,80.64,81,35,10.78
384,Diffa,NE,2020-08-29 17:39:35,13.32,12.61,74.77,91,67,16.15
385,Castelo Branco,PT,2020-08-29 17:39:35,39.82,-7.49,77.0,30,2,10.54
386,Santa Cruz,BO,2020-08-29 17:36:58,-17.8,-63.17,91.4,46,0,23.04
387,Fazalpur,PK,2020-08-29 17:39:35,32.18,75.07,84.2,83,14,3.33
388,Saint George,US,2020-08-29 17:39:35,37.1,-113.58,88.0,22,1,12.75
389,Carutapera,BR,2020-08-29 17:39:36,-1.2,-46.02,86.18,61,67,12.66
390,Biak,ID,2020-08-29 17:39:36,-0.91,122.88,76.42,81,97,8.23
391,Seoul,KR,2020-08-29 17:39:36,37.57,126.98,77.0,100,90,2.77
392,Geraldton,AU,2020-08-29 17:39:36,-28.77,114.6,42.8,93,0,13.6
393,Minyar,RU,2020-08-29 17:39:36,55.07,57.55,64.35,69,100,3.31
394,Ulaangom,MN,2020-08-29 17:39:36,49.98,92.07,55.98,57,99,4.81
395,Mitsamiouli,KM,2020-08-29 17:39:37,-11.38,43.28,78.8,65,20,2.24
396,Vaitape,PF,2020-08-29 17:39:37,-16.52,-151.75,78.15,79,44,24.29
397,Vestmannaeyjar,IS,2020-08-29 17:39:37,63.44,-20.27,53.6,76,40,8.05
398,Jatai,BR,2020-08-29 17:39:37,-17.88,-51.71,94.69,12,0,7.02
399,Redmond,US,2020-08-29 17:39:37,47.67,-122.12,66.0,77,72,3.24
400,Qaqortoq,GL,2020-08-29 17:39:37,60.72,-46.03,62.6,29,40,21.92
401,El Bagre,CO,2020-08-29 17:39:37,7.59,-74.81,84.25,81,86,1.83
402,Khatassy,RU,2020-08-29 17:39:38,61.9,129.64,51.8,76,100,2.24
403,Bouloupari,NC,2020-08-29 17:39:38,-21.87,166.05,62.6,77,90,3.36
404,Saint-Vallier,FR,2020-08-29 17:39:38,46.64,4.37,71.6,40,9,11.41
405,Umea,SE,2020-08-29 17:36:29,63.83,20.26,59.0,72,2,3.36
406,Barcelona,ES,2020-08-29 17:39:32,41.39,2.16,68.0,72,40,3.36
407,Tilichiki,RU,2020-08-29 17:39:38,60.47,166.1,40.87,84,94,3.83
408,Banda Aceh,ID,2020-08-29 17:39:38,5.56,95.32,79.92,78,83,3.44
409,Emerald,AU,2020-08-29 17:39:39,-23.53,148.17,55.4,82,0,6.93
410,Gat,IL,2020-08-29 17:39:39,31.61,34.76,84.99,77,0,3.0
411,Bay Roberts,CA,2020-08-29 17:39:39,47.6,-53.26,66.99,59,0,8.99
412,Belaya Gora,RU,2020-08-29 17:39:39,68.53,146.42,35.31,89,27,4.38
413,Strazske,SK,2020-08-29 17:39:39,48.87,21.84,77.0,73,0,4.7
414,Plymouth,US,2020-08-29 17:37:29,41.83,-70.83,77.0,88,90,12.75
415,Acapulco,MX,2020-08-29 17:36:14,16.86,-99.89,80.6,83,75,6.93
416,Deputatskiy,RU,2020-08-29 17:39:39,69.3,139.9,29.3,100,35,2.42
417,Richards Bay,ZA,2020-08-29 17:39:40,-28.78,32.04,68.36,77,90,12.06
418,Mopti,ML,2020-08-29 17:39:40,14.67,-4.0,88.25,49,88,7.4
419,Guatire,VE,2020-08-29 17:39:40,10.48,-66.54,82.99,55,16,4.32
420,Hagere Hiywet,ET,2020-08-29 17:39:40,8.98,37.85,56.93,83,99,1.61
421,Eureka,US,2020-08-29 17:37:54,40.8,-124.16,59.0,100,90,3.36
422,Brekstad,NO,2020-08-29 17:38:07,63.69,9.67,55.0,71,75,10.29
423,Tunceli,TR,2020-08-29 17:39:40,39.11,39.55,82.4,18,0,5.82
424,Nuuk,GL,2020-08-29 17:38:20,64.18,-51.72,55.4,71,75,2.24
425,Sitio Novo Do Tocantins,BR,2020-08-29 17:39:41,-5.52,-47.46,91.4,46,40,9.17
426,Vientiane,LA,2020-08-29 17:39:41,17.97,102.6,77.58,88,84,2.3
427,Arman,RU,2020-08-29 17:39:41,59.7,150.17,42.42,70,1,9.64
428,Coos Bay,US,2020-08-29 17:37:00,43.37,-124.22,64.99,77,1,17.22
429,Sarkand,KZ,2020-08-29 17:39:41,45.41,79.92,60.13,42,0,3.8
430,Luleburgaz,TR,2020-08-29 17:39:41,41.4,27.36,75.2,78,0,20.8
431,Erzin,TR,2020-08-29 17:39:41,36.96,36.2,86.0,87,0,1.59
432,Tura,IN,2020-08-29 17:37:22,25.52,90.22,74.82,95,73,4.41
433,Kansk,RU,2020-08-29 17:39:42,56.2,95.72,52.59,88,7,2.53
434,Pangnirtung,CA,2020-08-29 17:39:42,66.15,-65.71,53.6,62,20,11.41
435,Tamandare,BR,2020-08-29 17:39:42,-8.76,-35.1,79.61,73,21,13.4
436,Taybad,IR,2020-08-29 17:39:42,34.74,60.78,70.47,23,0,15.9
437,Bani Walid,LY,2020-08-29 17:39:42,31.76,13.99,86.5,30,0,18.52
438,Gopalur,IN,2020-08-29 17:39:42,16.62,77.8,76.39,84,100,8.16
439,Sisimiut,GL,2020-08-29 17:39:43,66.94,-53.67,47.64,91,100,6.62
440,Berezovyy,RU,2020-08-29 17:39:43,51.67,135.7,46.02,70,52,2.1
441,Svetlogorsk,BY,2020-08-29 17:39:43,52.63,29.73,64.36,77,20,10.51
442,Nishihara,JP,2020-08-29 17:39:43,26.18,127.76,82.4,83,20,5.82
443,Lasa,IT,2020-08-29 17:35:57,46.62,10.7,55.99,93,75,5.82
444,Iwaki,JP,2020-08-29 17:39:43,37.05,140.88,82.99,96,61,2.08
445,Belyy Yar,RU,2020-08-29 17:39:43,53.6,91.39,53.6,93,26,3.87
446,Haridwar,IN,2020-08-29 17:36:13,29.97,78.17,79.02,80,0,2.86
447,Touros,BR,2020-08-29 17:37:54,-5.2,-35.46,82.4,69,40,14.99
448,Tezu,IN,2020-08-29 17:39:44,27.92,96.17,77.11,77,80,2.84
449,Nantucket,US,2020-08-29 17:37:12,41.28,-70.1,75.2,88,75,16.11
450,Ornskoldsvik,SE,2020-08-29 17:39:44,63.29,18.72,57.2,67,10,6.93
451,Itupiranga,BR,2020-08-29 17:39:44,-5.13,-49.33,96.8,44,40,8.05
452,Buala,SB,2020-08-29 17:39:44,-8.14,159.59,80.1,82,85,6.67
453,Shamary,RU,2020-08-29 17:39:44,57.34,58.22,60.89,89,97,4.45
454,Bakchar,RU,2020-08-29 17:39:45,57.02,82.07,55.65,97,51,3.02
455,Yarada,IN,2020-08-29 17:39:45,17.65,83.27,84.2,89,40,4.7
456,Saquarema,BR,2020-08-29 17:39:45,-22.92,-42.51,82.4,48,0,21.92
457,Utete,TZ,2020-08-29 17:39:45,-7.99,38.76,72.73,80,26,6.91
458,Ewa Beach,US,2020-08-29 17:39:45,21.32,-158.01,78.8,73,1,4.7
459,Volnovakha,UA,2020-08-29 17:39:45,47.6,37.5,73.99,100,0,5.01
460,Sinegorye,RU,2020-08-29 17:39:45,62.08,150.48,31.8,95,23,2.46
461,Nara,JP,2020-08-29 17:39:46,34.69,135.8,81.0,92,10,0.54
462,Bara,NG,2020-08-29 17:39:46,10.37,10.73,76.64,86,83,2.15
463,Barquisimeto,VE,2020-08-29 17:39:46,10.07,-69.32,95.0,36,90,6.93
464,Claremore,US,2020-08-29 17:39:46,36.31,-95.62,78.01,77,89,1.99
465,Itapirapua,BR,2020-08-29 17:39:46,-15.82,-50.61,101.14,12,0,5.14
466,Kasangulu,CD,2020-08-29 17:39:46,-4.59,15.17,84.2,58,20,11.41
467,Vila Franca Do Campo,PT,2020-08-29 17:39:47,37.72,-25.43,77.0,88,40,14.99
468,Lensk,RU,2020-08-29 17:39:47,60.73,114.93,52.12,92,84,4.21
469,Jarvakandi,EE,2020-08-29 17:39:47,58.78,24.83,55.0,99,100,7.45
470,Ambon,ID,2020-08-29 17:36:16,-3.7,128.18,77.94,85,94,14.27
471,Svetla Nad Sazavou,CZ,2020-08-29 17:39:47,49.67,15.4,63.0,89,99,1.01
472,Barrancas,CO,2020-08-29 17:39:47,10.96,-72.79,93.2,56,40,20.8
473,Samsun,TR,2020-08-29 17:39:47,41.25,36.33,71.6,83,40,1.74
474,Soc Trang,VN,2020-08-29 17:39:48,9.6,105.98,79.02,89,8,5.95
475,Chokurdakh,RU,2020-08-29 17:39:48,70.63,147.92,37.53,96,100,5.01
476,Zelenogradsk,RU,2020-08-29 17:39:48,54.96,20.48,66.2,82,20,8.95
477,Chernyshevskiy,RU,2020-08-29 17:39:48,63.01,112.47,49.41,85,70,1.32
478,Longyearbyen,SJ,2020-08-29 17:38:42,78.22,15.64,42.8,86,75,19.46
479,Saskylakh,RU,2020-08-29 17:39:48,71.92,114.08,51.26,61,99,4.74
480,Rudbar,AF,2020-08-29 17:39:48,30.15,62.6,79.86,16,0,13.71
481,Mercedes,AR,2020-08-29 17:39:49,-34.65,-59.43,59.0,83,61,1.99
482,Chitral,PK,2020-08-29 17:39:49,35.85,71.79,73.71,44,47,4.09
483,Puerto Salgar,CO,2020-08-29 17:39:49,5.46,-74.65,86.07,64,62,5.99
484,Ozernovskiy,RU,2020-08-29 17:39:49,51.5,156.52,49.03,93,100,3.69
485,Santiago Del Estero,AR,2020-08-29 17:39:49,-27.8,-64.26,82.94,42,30,16.58
486,Pitimbu,BR,2020-08-29 17:39:49,-7.47,-34.81,82.4,65,75,13.87
487,Pacific Grove,US,2020-08-29 17:39:49,36.62,-121.92,62.6,72,90,3.36
488,Teahupoo,PF,2020-08-29 17:39:50,-17.83,-149.27,75.2,83,20,3.36
489,Talnakh,RU,2020-08-29 17:39:50,69.49,88.4,51.8,100,34,4.47
490,Yeniseysk,RU,2020-08-29 17:36:35,58.45,92.17,51.08,94,26,2.68
491,Sfantu Gheorghe,RO,2020-08-29 17:35:29,45.87,25.78,73.0,57,0,3.04
492,Sovetskiy,RU,2020-08-29 17:39:50,61.36,63.58,58.55,78,99,8.81
493,Suluq,LY,2020-08-29 17:39:50,31.67,20.25,80.04,57,0,14.12
494,Kalengwa,ZM,2020-08-29 17:39:50,-13.47,25.0,76.01,35,51,2.59
495,Elizabeth City,US,2020-08-29 17:39:50,36.29,-76.25,89.6,70,75,23.04
496,Igrim,RU,2020-08-29 17:39:51,63.19,64.42,55.83,77,100,9.98
497,Manjeshwar,IN,2020-08-29 17:39:51,12.72,74.89,77.0,88,75,3.36
498,Nagua,DO,2020-08-29 17:39:51,19.38,-69.85,87.8,70,20,4.7
499,Eydhafushi,MV,2020-08-29 17:39:51,5.1,73.07,83.7,64,78,1.95
500,Tumaco,CO,2020-08-29 17:36:14,1.8,-78.82,79.84,78,79,10.0
501,Shahumyan,AM,2020-08-29 17:39:51,39.94,44.57,80.6,32,0,23.04
502,Paso De Carrasco,UY,2020-08-29 17:39:51,-34.86,-56.05,57.2,100,90,17.22
503,Thonon-Les-Bains,FR,2020-08-29 17:39:52,46.25,6.5,60.01,87,90,2.24
504,Olkhovatka,RU,2020-08-29 17:39:52,50.28,39.29,65.46,69,26,3.69
505,Fare,PF,2020-08-29 17:39:52,-16.7,-151.02,78.1,78,67,24.58
506,Bon Air,US,2020-08-29 17:34:55,37.52,-77.56,82.0,78,90,12.75
507,Tecolutla,MX,2020-08-29 17:39:52,20.48,-97.02,68.0,64,75,10.29
508,Maua,BR,2020-08-29 17:37:44,-23.67,-46.46,86.0,30,0,4.7
509,Karratha,AU,2020-08-29 17:39:52,-20.74,116.85,75.72,45,0,5.59
510,Hegang,CN,2020-08-29 17:39:52,47.4,130.37,58.23,100,100,7.16
511,Mantua,IT,2020-08-29 17:39:53,45.17,10.78,69.01,90,97,3.0
512,Salinopolis,BR,2020-08-29 17:39:53,-0.61,-47.36,84.76,68,32,17.27
513,Slave Lake,CA,2020-08-29 17:39:53,55.28,-114.77,53.6,66,75,13.87
514,Cotoca,BO,2020-08-29 17:39:53,-17.82,-63.05,91.4,46,1,23.04
515,Nenjiang,CN,2020-08-29 17:39:53,49.18,125.22,53.22,94,100,9.01
516,Grand-Lahou,CI,2020-08-29 17:39:53,5.14,-5.02,76.23,83,25,9.93
517,Iwanai,JP,2020-08-29 17:39:54,42.97,140.51,66.2,87,99,11.03
518,Praia Da Vitoria,PT,2020-08-29 17:32:15,38.73,-27.07,80.6,74,40,13.13
519,Adeje,ES,2020-08-29 17:37:19,28.12,-16.73,82.4,58,75,23.04
520,Kitgum,UG,2020-08-29 17:39:54,3.28,32.89,68.54,90,87,1.79
521,Caico,BR,2020-08-29 17:38:07,-6.46,-37.1,91.76,37,100,23.15
522,Dorogobuzh,RU,2020-08-29 17:39:54,54.91,33.3,58.15,86,84,6.69
523,Fonte Boa,BR,2020-08-29 17:39:54,-2.5,-66.27,93.16,46,71,4.23
524,Qasigiannguit,GL,2020-08-29 17:39:54,68.82,-51.19,48.2,58,75,3.36
525,Gigmoto,PH,2020-08-29 17:39:55,13.78,124.39,78.49,72,100,12.1
526,Xichang,CN,2020-08-29 17:39:55,27.9,102.26,67.55,76,100,1.57
527,Mangrol,IN,2020-08-29 17:39:55,21.12,70.12,78.62,92,100,13.71
528,Udachnyy,RU,2020-08-29 17:36:59,66.42,112.4,51.8,50,75,4.47
529,Dwarka,IN,2020-08-29 17:39:56,22.24,68.97,82.04,86,100,18.59
530,Lahaina,US,2020-08-29 17:39:56,20.88,-156.68,78.8,78,20,6.93
531,Dongsheng,CN,2020-08-29 17:39:56,39.82,109.98,63.19,79,100,14.14
532,Akhmim,EG,2020-08-29 17:39:56,26.56,31.75,95.0,21,0,8.05
533,Scarborough,GB,2020-08-29 17:39:56,54.28,-0.4,53.01,84,100,8.01
534,Belgrade,RS,2020-08-29 17:36:05,44.8,20.47,87.8,45,4,9.17
535,Marsh Harbour,BS,2020-08-29 17:35:21,26.54,-77.06,85.42,66,99,3.94
536,Tadine,NC,2020-08-29 17:39:57,-21.55,167.88,66.92,77,90,18.68
537,Huarmey,PE,2020-08-29 17:39:57,-10.07,-78.15,67.37,67,60,12.01
538,Mandalgovi,MN,2020-08-29 17:39:57,45.76,106.27,57.45,70,100,5.35
539,Zhangjiakou,CN,2020-08-29 17:37:08,40.81,114.88,68.95,84,95,7.58
540,Waipawa,NZ,2020-08-29 17:39:57,-41.41,175.52,55.4,76,5,17.22
541,Omaruru,NA,2020-08-29 17:39:57,-21.43,15.93,50.86,38,0,9.53
542,Nyurba,RU,2020-08-29 17:39:58,63.28,118.33,47.44,95,89,2.46
543,Padang,ID,2020-08-29 17:37:15,-0.95,100.35,77.97,81,87,5.84
544,Ayolas,PY,2020-08-29 17:39:58,-27.4,-56.9,92.62,38,19,6.87
545,Amboise,FR,2020-08-29 17:39:58,47.41,0.98,60.8,77,49,10.29
546,Daru,PG,2020-08-29 17:39:58,-9.08,143.21,77.52,88,100,17.63
547,Tagusao,PH,2020-08-29 17:39:58,9.19,117.81,80.62,79,100,3.58
548,Palafrugell,ES,2020-08-29 17:37:52,41.92,3.16,72.0,86,66,11.81
549,Wilson,US,2020-08-29 17:35:29,36.15,-86.28,86.0,74,90,4.7
550,Banyo,CM,2020-08-29 17:36:29,6.75,11.82,67.06,90,32,1.32
551,Vardo,NO,2020-08-29 17:39:59,70.37,31.11,52.5,72,79,13.38
552,Grindavik,IS,2020-08-29 17:37:18,63.84,-22.43,53.6,87,90,13.87
553,Lorengau,PG,2020-08-29 17:39:59,-2.02,147.27,81.0,82,50,11.39
554,Prince George,CA,2020-08-29 17:39:59,53.92,-122.75,53.01,62,1,11.41
555,Santander,ES,2020-08-29 17:39:33,43.46,-3.8,66.2,59,75,12.75
556,Nanyamba,TZ,2020-08-29 17:39:59,-10.68,39.83,75.2,83,40,9.17
557,Pucallpa,PE,2020-08-29 17:35:15,-8.38,-74.55,91.4,55,20,10.29
558,Navalmoral De La Mata,ES,2020-08-29 17:39:59,39.89,-5.54,77.45,22,0,12.12
559,Sorong,ID,2020-08-29 17:39:59,-0.88,131.25,76.55,87,100,6.87
560,Tyret Pervaya,RU,2020-08-29 17:40:00,53.67,102.31,54.82,94,100,10.58
561,High Rock,BS,2020-08-29 17:40:00,26.62,-78.28,86.0,84,75,1.12
562,Warmbad,NA,2020-08-29 17:40:00,-28.45,18.73,45.55,58,56,14.81
563,Ostrovnoy,RU,2020-08-29 17:40:00,68.05,39.51,45.07,80,82,6.26
564,Florianopolis,BR,2020-08-29 17:40:00,-27.61,-48.5,77.0,65,3,13.87
565,Port Blair,IN,2020-08-29 17:40:00,11.67,92.75,82.54,77,24,4.74
